,sentence_index,sentence,splitset_label
324,325,The tug of war that ensues is as much a snapshot of modern China in microcosm as it is a crash course in movie mythology .,2
325,326,"Nearly surreal , dabbling in French , this is no simple movie , and you 'll be taking a risk if you choose to see it .",2
326,327,"I enjoyed the ride -LRB- bumps and all -RRB- , creamy depth , and ultimate theme .",2
327,328,"You could say that it 's slow at times , you could say that a few of the characters act in ways that real people would n't , but one thing you could n't say is that Alias Betty is predictable .",2
328,329,"Asia authors herself as Anna Battista , an Italian superstar and aspiring directress who just happens to be her own worst enemy .",2
329,330,"Roman Coppola may never become the filmmaker his Dad was , but heck -- few filmmakers will .",2
330,331,"But based on CQ , I 'll certainly be keeping an eye out for his next project .",2
331,332,"An amusing , breezily apolitical documentary about life on the campaign trail .",2
332,333,High on melodrama .,2
333,334,"But it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .",2
334,335,"Finally , a genre movie that delivers -- in a couple of genres , no less .",2
335,336,"It 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .",2
336,337,Spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects .,2
337,338,"He just wants them to be part of the action , the wallpaper of his chosen reality .",2
338,339,"Here , thankfully , they are .",2
339,340,Post 9\/11 the philosophical message of `` Personal Freedom First '' might not be as palatable as intended .,1
340,341,"Hu and Liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .",2
341,342,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,2
342,343,"Easier to respect than enthuse over , Andersson 's rigorous personal vision is not only distanced but distancing .",2
343,344,Girls gone wild and gone civil again,2
344,345,"... Tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope .",2
345,346,"While this film is not in the least surprising , it is still ultimately very satisfying .",2
346,347,Think of it as a sort of comfort food for the mind .,2
347,348,"Clever , brutal and strangely soulful movie .",2
348,349,... always remains movingly genuine .,2
349,350,An intelligent fiction about learning through cultural clash .,2
350,351,Will grab your children by the imagination and amaze them and amuse them .,2
351,352,A remarkable 179-minute meditation on the nature of revolution .,2
352,353,"Those who would follow Haneke on his creepy explorations ... are rewarded by brutal , committed performances from Huppert and Magimel .",2
353,354,An involving true story of a Chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved .,2
354,355,Hands down the year 's most thought-provoking film .,2
355,356,But it pays a price for its intricate intellectual gamesmanship .,2
356,357,It 's a terrific American sports movie and Dennis Quaid is its athletic heart .,2
357,358,"This is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak .",2
358,359,"Compelling revenge thriller , though somewhat weakened by a miscast leading lady .",2
359,360,"It 's amazingly perceptive in its subtle , supportive but unsentimental look at the Marks family .",2
360,361,"A whole lot foul , freaky and funny .",2
361,362,Attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .,2
362,363,"The diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",2
363,364,"The Pianist is a fine valedictory work for Polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",2
364,365,"Foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",2
365,366,"Even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of Vardalos ' humor , which transcends ethnic boundaries .",2
366,367,Is office work really as alienating as ` Bartleby ' so effectively makes it ?,2
367,368,Farrell ... thankfully manages to outshine the role and successfully plays the foil to Willis 's world-weary colonel .,2
368,369,"Audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .",2
369,370,Bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake .,2
370,371,An intriguing and entertaining introduction to Johnson .,2
371,372,"As expected , Sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .",2
372,373,A model of what films like this should be like .,2
373,374,"As Weber and Weissman demonstrate with such insight and celebratory verve , the Cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",2
374,375,"Yeah , these flicks are just that damn good .",2
375,376,Is n't it great ?,2
376,377,An unbelievably fun film just a leading man away from perfection .,2
377,378,"Over-the-top and a bit ostentatious , this is a movie that 's got oodles of style and substance .",2
378,379,... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .,2
379,380,Nicely serves as an examination of a society in transition .,2
380,381,"A tender and touching drama , based on the true story of a troubled African-American 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",2
381,382,As a randy film about sexy people in gorgeous places being pushed and pulled -LRB- literally and figuratively -RRB- by desire ... -LRB- Sex and LucÃ­a -RRB- makes for an arousing good time .,2
382,383,Absorbing character study by AndrÃ© Turpin .,1
383,384,"Celebrated at Sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat .",2
384,385,"Renner 's performance as Dahmer is unforgettable , deeply absorbing .",2
